userId1,userId2,cleanlinessLevel_user1,cleanlinessLevel_user2,smokingPreference_user1,smokingPreference_user2,drinkingPreference_user1,drinkingPreference_user2,sleepingSchedule_user1,sleepingSchedule_user2,budgetRange_user1,budgetRange_user2,preferredLocation_user1,preferredLocation_user2,hobbies_user1,hobbies_user2,compatibility_score
13,77,3,5,no,no,no,yes,early,irregular,6202,7203,Koramangala,HSR Layout,music,"coding,cricket",63
107,59,2,5,no,yes,no,yes,night,night,14210,5212,Indiranagar,HSR Layout,cooking,cricket,54
191,152,5,1,yes,yes,yes,no,night,irregular,11105,12690,Indiranagar,Koramangala,travel,"movies,cricket",59
166,15,5,2,yes,yes,no,yes,irregular,early,7874,12844,HSR Layout,Whitefield,"cooking,coding,reading","travel,cricket,coding",61
119,193,2,2,yes,no,yes,yes,night,early,14463,6029,BTM Layout,Koramangala,coding,"cricket,reading,coding",63
114,64,2,4,yes,no,yes,yes,early,early,5797,5317,Koramangala,BTM Layout,"movies,reading","movies,cooking,cricket",76
53,135,5,2,no,yes,yes,no,early,early,8897,9913,Indiranagar,Whitefield,"coding,cricket","reading,cooking",61
61,141,4,1,yes,yes,yes,yes,irregular,night,16727,6335,HSR Layout,Koramangala,"music,travel,coding","music,cooking",67
147,196,1,1,no,no,no,yes,irregular,irregular,13129,12799,Whitefield,Whitefield,cricket,reading,87
148,64,3,4,no,no,yes,yes,irregular,early,5488,5317,Whitefield,BTM Layout,cricket,"movies,cooking,cricket",78
39,186,1,3,yes,yes,no,no,night,irregular,10852,14874,BTM Layout,HSR Layout,"cricket,music","coding,cricket,reading",73
62,154,4,1,yes,no,yes,no,irregular,night,14807,11413,Whitefield,HSR Layout,"movies,cooking,cricket",travel,48
181,178,3,1,no,yes,yes,yes,early,night,14117,6054,Indiranagar,Koramangala,travel,coding,56
86,117,4,3,no,yes,yes,yes,irregular,irregular,14241,9738,Koramangala,Indiranagar,"music,travel,reading","cricket,movies,coding",72
135,66,2,5,yes,no,no,yes,early,irregular,9913,10049,Whitefield,Whitefield,"reading,cooking","movies,music,cricket",61
169,52,2,5,no,no,no,no,early,irregular,15930,5210,BTM Layout,Indiranagar,reading,"cricket,music,travel",64
40,53,5,5,no,no,no,yes,night,early,6344,8897,Whitefield,Indiranagar,"movies,reading,coding","coding,cricket",67
48,191,4,5,no,yes,yes,yes,early,night,10171,11105,Whitefield,Indiranagar,"travel,movies",travel,68
188,10,1,1,no,yes,yes,no,early,irregular,8483,12532,Koramangala,Koramangala,"movies,travel",travel,67
190,166,3,5,no,yes,no,no,night,irregular,9651,7874,Whitefield,HSR Layout,"cooking,music","cooking,coding,reading",66
52,180,5,4,no,no,no,no,irregular,early,5210,6876,Indiranagar,Indiranagar,"cricket,music,travel",music,88
125,165,5,5,yes,no,yes,no,irregular,early,10869,12683,Whitefield,Koramangala,travel,"cricket,music,travel",60
159,37,1,3,no,yes,yes,yes,irregular,early,10591,14352,HSR Layout,Whitefield,"reading,cooking","cricket,movies,music",60
141,126,1,2,yes,no,yes,no,night,early,6335,14961,Koramangala,Koramangala,"music,cooking","cricket,movies",58
8,119,2,2,yes,yes,no,yes,irregular,night,5872,14463,Koramangala,BTM Layout,"coding,reading",coding,63
167,80,1,4,no,yes,no,yes,night,night,7610,17935,Koramangala,Koramangala,movies,"reading,cooking,cricket",64
28,105,5,5,yes,yes,no,no,irregular,irregular,19515,14014,Whitefield,HSR Layout,"cricket,music",cricket,83
99,23,5,1,yes,yes,no,yes,early,early,17627,7812,HSR Layout,BTM Layout,"coding,movies,music","cooking,music,reading",65
146,23,2,1,yes,yes,yes,yes,night,early,15718,7812,Koramangala,BTM Layout,"music,reading,travel","cooking,music,reading",74
93,156,3,1,yes,no,no,no,early,early,9512,7127,BTM Layout,Koramangala,"cooking,reading","music,coding,reading",73
101,138,5,5,yes,no,yes,yes,night,early,19388,7103,Whitefield,Whitefield,cricket,reading,70
103,144,3,2,no,yes,no,yes,irregular,night,18398,10338,BTM Layout,Whitefield,"movies,coding,cooking","coding,cricket",51
64,141,4,1,no,yes,yes,yes,early,night,5317,6335,BTM Layout,Koramangala,"movies,cooking,cricket","music,cooking",64
190,104,3,5,no,yes,no,yes,night,early,9651,19297,Whitefield,Indiranagar,"cooking,music","cooking,reading,coding",49
187,164,5,4,no,yes,yes,no,night,irregular,18590,17462,BTM Layout,Indiranagar,"music,movies,coding","movies,coding,cricket",61
154,48,1,4,no,no,no,yes,night,early,11413,10171,HSR Layout,Whitefield,travel,"travel,movies",64
200,139,4,4,no,yes,no,no,irregular,night,12224,10463,Koramangala,Whitefield,"movies,music,coding","cricket,coding,reading",70
21,158,1,1,no,yes,no,no,early,early,14144,17308,Indiranagar,Whitefield,"reading,music",coding,74
133,62,2,4,yes,yes,no,yes,irregular,irregular,14522,14807,Whitefield,Whitefield,"coding,cricket,cooking","movies,cooking,cricket",89
68,200,2,4,no,no,no,no,night,irregular,11109,12224,Koramangala,Koramangala,reading,"movies,music,coding",83
81,78,4,1,no,no,yes,no,night,night,8441,8555,Koramangala,Koramangala,"coding,reading",music,81
154,81,1,4,no,no,no,yes,night,night,11413,8441,HSR Layout,Koramangala,travel,"coding,reading",68
139,119,4,2,yes,yes,no,yes,night,night,10463,14463,Whitefield,BTM Layout,"cricket,coding,reading",coding,73
87,134,3,3,no,yes,yes,yes,irregular,early,6938,17919,Indiranagar,Indiranagar,"travel,music,cooking","music,cricket,cooking",76
122,19,4,4,no,yes,yes,no,irregular,early,12411,16537,Koramangala,HSR Layout,"coding,music",travel,54
71,32,2,5,no,yes,no,yes,early,early,17782,12160,HSR Layout,HSR Layout,coding,"reading,cooking",64
125,84,5,1,yes,no,yes,no,irregular,night,10869,8282,Whitefield,Koramangala,travel,"cricket,reading",46
53,18,5,2,no,yes,yes,no,early,early,8897,14587,Indiranagar,HSR Layout,"coding,cricket",movies,54
138,10,5,1,no,yes,yes,no,early,irregular,7103,12532,Whitefield,Koramangala,reading,travel,42
157,47,4,3,yes,yes,yes,yes,irregular,night,18966,15576,HSR Layout,BTM Layout,"travel,cooking,coding","travel,cooking,reading",78
35,144,5,2,yes,yes,no,yes,night,night,18341,10338,Koramangala,Whitefield,"movies,music,reading","coding,cricket",64
117,27,3,5,yes,yes,yes,yes,irregular,night,9738,19128,Indiranagar,Whitefield,"cricket,movies,coding","coding,cricket",72
51,92,4,5,no,yes,yes,no,night,early,14723,7486,Koramangala,BTM Layout,"music,reading","movies,travel,coding",48
167,28,1,5,no,yes,no,no,night,irregular,7610,19515,Koramangala,Whitefield,movies,"cricket,music",52
92,189,5,2,yes,yes,no,yes,early,night,7486,15819,BTM Layout,Whitefield,"movies,travel,coding",movies,57
96,19,5,4,no,yes,yes,no,night,early,12062,16537,Indiranagar,HSR Layout,"cricket,travel,music",travel,55
174,71,1,2,yes,no,yes,no,irregular,early,16735,17782,Indiranagar,HSR Layout,cricket,coding,55
68,154,2,1,no,no,no,no,night,night,11109,11413,Koramangala,HSR Layout,reading,travel,85
121,113,5,5,yes,no,no,no,irregular,night,19452,11230,Whitefield,Koramangala,movies,"reading,travel,cricket",60
3,146,5,2,yes,yes,no,yes,night,night,12365,15718,Whitefield,Koramangala,"reading,movies","music,reading,travel",71
131,157,4,4,yes,yes,yes,yes,early,irregular,9541,18966,BTM Layout,HSR Layout,"travel,movies,coding","travel,cooking,coding",76
134,90,3,5,yes,yes,yes,yes,early,early,17919,14084,Indiranagar,Whitefield,"music,cricket,cooking","cricket,reading",83
62,116,4,3,yes,yes,yes,no,irregular,night,14807,16300,Whitefield,Koramangala,"movies,cooking,cricket","reading,cooking,music",68
156,17,1,2,no,yes,no,no,early,night,7127,10434,Koramangala,Whitefield,"music,coding,reading",music,65
103,122,3,4,no,no,no,yes,irregular,irregular,18398,12411,BTM Layout,Koramangala,"movies,coding,cooking","coding,music",71
56,74,3,1,yes,no,yes,no,irregular,early,5250,7844,BTM Layout,Whitefield,"cooking,travel",cooking,53
139,192,4,4,yes,no,no,yes,night,irregular,10463,19683,Whitefield,HSR Layout,"cricket,coding,reading","travel,reading",53
136,62,4,4,yes,yes,no,yes,irregular,irregular,14683,14807,HSR Layout,Whitefield,"cooking,reading","movies,cooking,cricket",80
153,38,2,5,yes,no,no,yes,irregular,early,15418,6159,Koramangala,BTM Layout,"cricket,movies,coding","reading,travel",44
90,60,5,3,yes,no,yes,yes,early,irregular,14084,13849,Whitefield,HSR Layout,"cricket,reading","travel,reading,music",66
126,137,2,4,no,no,no,no,early,early,14961,15589,Koramangala,BTM Layout,"cricket,movies",cricket,86
138,127,5,5,no,yes,yes,yes,early,night,7103,19517,Whitefield,HSR Layout,reading,"travel,cricket",60
74,163,1,4,no,no,no,no,early,night,7844,17524,Whitefield,Whitefield,cooking,"cricket,music",74
183,2,4,5,yes,no,no,yes,night,early,15961,16878,HSR Layout,HSR Layout,"cricket,coding,reading","movies,reading,cooking",68
120,112,2,3,no,no,no,yes,early,early,11832,17700,Koramangala,HSR Layout,"coding,movies,cricket","cricket,movies",74
81,82,4,3,no,no,yes,no,night,irregular,8441,7830,Koramangala,Whitefield,"coding,reading",cricket,65
132,38,2,5,no,no,no,yes,irregular,early,18026,6159,Koramangala,BTM Layout,"movies,cooking","reading,travel",54
148,179,3,1,no,yes,yes,yes,irregular,irregular,5488,10035,Whitefield,BTM Layout,cricket,"cricket,music",73
21,54,1,2,no,yes,no,no,early,night,14144,11503,Indiranagar,Whitefield,"reading,music","movies,reading",65
93,126,3,2,yes,no,no,no,early,early,9512,14961,BTM Layout,Koramangala,"cooking,reading","cricket,movies",68
7,65,2,5,no,yes,yes,no,night,night,15888,10479,Indiranagar,BTM Layout,reading,"coding,cricket,movies",54
93,110,3,3,yes,no,no,yes,early,night,9512,6803,BTM Layout,HSR Layout,"cooking,reading","cricket,coding",54
5,140,1,4,no,yes,no,yes,early,night,16150,12972,HSR Layout,Whitefield,reading,"movies,cricket",48
6,105,3,5,no,yes,yes,no,early,irregular,7317,14014,Koramangala,HSR Layout,"coding,cricket,reading",cricket,49
110,97,3,2,no,no,yes,no,night,irregular,6803,8987,HSR Layout,BTM Layout,"cricket,coding","music,coding",65
192,86,4,4,no,no,yes,yes,irregular,irregular,19683,14241,HSR Layout,Koramangala,"travel,reading","music,travel,reading",86
71,112,2,3,no,no,no,yes,early,early,17782,17700,HSR Layout,HSR Layout,coding,"cricket,movies",85
148,186,3,3,no,yes,yes,no,irregular,irregular,5488,14874,Whitefield,HSR Layout,cricket,"coding,cricket,reading",63
2,168,5,4,no,no,yes,no,early,night,16878,8472,HSR Layout,HSR Layout,"movies,reading,cooking","coding,movies",71
33,98,3,2,yes,no,no,no,night,night,10474,19736,Whitefield,Koramangala,"cooking,music,cricket","cricket,reading",71
37,102,3,3,yes,no,yes,no,early,irregular,14352,10103,Whitefield,Koramangala,"cricket,movies,music",travel,54
169,52,2,5,no,no,no,no,early,irregular,15930,5210,BTM Layout,Indiranagar,reading,"cricket,music,travel",64
79,137,2,4,no,no,yes,no,early,early,10283,15589,Whitefield,BTM Layout,"cricket,travel",cricket,69
40,11,5,3,no,yes,no,no,night,irregular,6344,13733,Whitefield,HSR Layout,"movies,reading,coding",cricket,56
197,179,2,1,no,yes,yes,yes,early,irregular,5414,10035,BTM Layout,BTM Layout,"cricket,cooking","cricket,music",75
171,80,3,4,no,yes,yes,yes,night,night,5465,17935,Koramangala,Koramangala,reading,"reading,cooking,cricket",81
23,184,1,3,yes,no,yes,yes,early,night,7812,12043,BTM Layout,Indiranagar,"cooking,music,reading","cricket,coding",60
13,71,3,2,no,no,no,no,early,early,6202,17782,Koramangala,HSR Layout,music,coding,78
127,33,5,3,yes,yes,yes,no,night,night,19517,10474,HSR Layout,Whitefield,"travel,cricket","cooking,music,cricket",69
118,37,2,3,no,yes,no,yes,early,early,16454,14352,Whitefield,Whitefield,"movies,reading,cricket","cricket,movies,music",78
176,87,1,3,yes,no,yes,yes,night,irregular,15034,6938,Indiranagar,Indiranagar,"coding,movies","travel,music,cooking",66
138,73,5,3,no,yes,yes,no,early,early,7103,8814,Whitefield,Indiranagar,reading,"coding,reading",66
59,89,5,4,yes,yes,yes,no,night,night,5212,6737,HSR Layout,BTM Layout,cricket,"cooking,coding",75
36,62,1,4,no,yes,no,yes,early,irregular,17464,14807,HSR Layout,Whitefield,"travel,cooking","movies,cooking,cricket",51
159,61,1,4,no,yes,yes,yes,irregular,irregular,10591,16727,HSR Layout,HSR Layout,"reading,cooking","music,travel,coding",74
125,5,5,1,yes,no,yes,no,irregular,early,10869,16150,Whitefield,HSR Layout,travel,reading,42
104,18,5,2,yes,yes,yes,no,early,early,19297,14587,Indiranagar,HSR Layout,"cooking,reading,coding",movies,68
58,47,2,3,no,yes,no,yes,night,night,11767,15576,Whitefield,BTM Layout,coding,"travel,cooking,reading",62
75,46,3,5,yes,yes,no,yes,irregular,early,17562,18404,BTM Layout,Indiranagar,"reading,coding","travel,coding",66
72,26,3,2,yes,yes,yes,no,irregular,night,14301,13921,Indiranagar,Koramangala,reading,"music,reading",68
90,193,5,2,yes,no,yes,yes,early,early,14084,6029,Whitefield,Koramangala,"cricket,reading","cricket,reading,coding",70
193,107,2,2,no,no,yes,no,early,night,6029,14210,Koramangala,Indiranagar,"cricket,reading,coding",cooking,60
194,178,4,1,yes,yes,yes,yes,irregular,night,16207,6054,Koramangala,Koramangala,"reading,travel",coding,74
168,166,4,5,no,yes,no,no,night,irregular,8472,7874,HSR Layout,HSR Layout,"coding,movies","cooking,coding,reading",78
144,70,2,2,yes,yes,yes,yes,night,night,10338,11058,Whitefield,Whitefield,"coding,cricket",reading,97
144,7,2,2,yes,no,yes,yes,night,night,10338,15888,Whitefield,Indiranagar,"coding,cricket",reading,70
153,57,2,2,yes,yes,no,no,irregular,night,15418,9243,Koramangala,Indiranagar,"cricket,movies,coding",reading,70
199,188,2,1,no,no,yes,yes,early,early,15150,8483,Whitefield,Koramangala,movies,"movies,travel",81
151,121,3,5,yes,yes,no,no,irregular,irregular,10233,19452,Indiranagar,Whitefield,music,movies,76
38,182,5,4,no,no,yes,no,early,night,6159,17634,BTM Layout,Koramangala,"reading,travel",travel,61
137,81,4,4,no,no,no,yes,early,night,15589,8441,BTM Layout,Koramangala,cricket,"coding,reading",60
15,171,2,3,yes,no,yes,yes,early,night,12844,5465,Whitefield,Koramangala,"travel,cricket,coding",reading,58
32,194,5,4,yes,yes,yes,yes,early,irregular,12160,16207,HSR Layout,Koramangala,"reading,cooking","reading,travel",75
178,30,1,1,yes,yes,yes,no,night,night,6054,15517,Koramangala,Indiranagar,coding,reading,70
178,6,1,3,yes,no,yes,yes,night,early,6054,7317,Koramangala,Koramangala,coding,"coding,cricket,reading",76
128,142,5,1,no,yes,no,yes,night,early,13693,11161,BTM Layout,Koramangala,cricket,"cooking,coding",46
153,184,2,3,yes,no,no,yes,irregular,night,15418,12043,Koramangala,Indiranagar,"cricket,movies,coding","cricket,coding",58
97,155,2,2,no,yes,no,yes,irregular,irregular,8987,7735,BTM Layout,Koramangala,"music,coding","coding,reading,movies",70
181,117,3,3,no,yes,yes,yes,early,irregular,14117,9738,Indiranagar,Indiranagar,travel,"cricket,movies,coding",74
52,17,5,2,no,yes,no,no,irregular,night,5210,10434,Indiranagar,Whitefield,"cricket,music,travel",music,57
141,175,1,3,yes,yes,yes,yes,night,night,6335,19604,Koramangala,Indiranagar,"music,cooking","coding,cricket,reading",76
14,126,1,2,yes,no,no,no,early,early,10473,14961,BTM Layout,Koramangala,music,"cricket,movies",72
111,133,3,2,yes,yes,no,no,night,irregular,5505,14522,HSR Layout,Whitefield,cricket,"coding,cricket,cooking",71
43,110,4,3,no,no,no,yes,night,night,17477,6803,HSR Layout,HSR Layout,"reading,coding","cricket,coding",81
69,103,4,3,yes,no,yes,no,irregular,irregular,6733,18398,Whitefield,BTM Layout,"reading,movies","movies,coding,cooking",61
116,9,3,1,yes,yes,no,yes,night,early,16300,9503,Koramangala,Whitefield,"reading,cooking,music",cricket,56
88,94,3,3,no,no,yes,yes,irregular,early,16544,19691,Koramangala,Indiranagar,"movies,coding",coding,77
112,171,3,3,no,no,yes,yes,early,night,17700,5465,HSR Layout,Koramangala,"cricket,movies",reading,70
85,128,5,5,no,no,yes,no,irregular,night,15898,13693,Koramangala,BTM Layout,music,cricket,64
25,48,5,4,yes,no,yes,yes,night,early,13052,10171,BTM Layout,Whitefield,cooking,"travel,movies",62
59,187,5,5,yes,no,yes,yes,night,night,5212,18590,HSR Layout,BTM Layout,cricket,"music,movies,coding",70
149,141,5,1,no,yes,yes,yes,irregular,night,11932,6335,BTM Layout,Koramangala,"cooking,movies","music,cooking",55
142,194,1,4,yes,yes,yes,yes,early,irregular,11161,16207,Koramangala,Koramangala,"cooking,coding","reading,travel",74
70,83,2,3,yes,no,yes,yes,night,irregular,11058,7702,Whitefield,HSR Layout,reading,"cricket,music",62
162,42,4,5,no,yes,yes,yes,night,irregular,8842,11088,HSR Layout,BTM Layout,music,music,65
95,140,2,4,no,yes,no,yes,irregular,night,16076,12972,Whitefield,Whitefield,cooking,"movies,cricket",60
104,101,5,5,yes,yes,yes,yes,early,night,19297,19388,Indiranagar,Whitefield,"cooking,reading,coding",cricket,77
142,91,1,3,yes,no,yes,yes,early,early,11161,18094,Koramangala,Whitefield,"cooking,coding","reading,coding,cooking",72
173,106,1,3,no,no,yes,yes,night,night,13986,17990,Indiranagar,HSR Layout,cricket,coding,80
182,196,4,1,no,no,no,yes,night,irregular,17634,12799,Koramangala,Whitefield,travel,reading,58
75,42,3,5,yes,yes,no,yes,irregular,irregular,17562,11088,BTM Layout,BTM Layout,"reading,coding",music,76
4,38,2,5,yes,no,yes,yes,early,early,17212,6159,BTM Layout,BTM Layout,"cooking,music","reading,travel",74
55,137,3,4,yes,no,yes,no,night,early,7868,15589,Indiranagar,BTM Layout,reading,cricket,48
173,71,1,2,no,no,yes,no,night,early,13986,17782,Indiranagar,HSR Layout,cricket,coding,62
155,86,2,4,yes,no,yes,yes,irregular,irregular,7735,14241,Koramangala,Koramangala,"coding,reading,movies","music,travel,reading",79
8,178,2,1,yes,yes,no,yes,irregular,night,5872,6054,Koramangala,Koramangala,"coding,reading",coding,78
184,1,3,3,no,yes,yes,yes,night,early,12043,11708,Indiranagar,Indiranagar,"cricket,coding",coding,80
67,71,1,2,no,no,no,no,night,early,13705,17782,BTM Layout,HSR Layout,"cricket,reading",coding,72
177,169,3,2,no,no,no,no,irregular,early,13866,15930,BTM Layout,BTM Layout,"movies,cooking,music",reading,82
15,115,2,3,yes,no,yes,yes,early,early,12844,18331,Whitefield,BTM Layout,"travel,cricket,coding","cricket,cooking",71
103,144,3,2,no,yes,no,yes,irregular,night,18398,10338,BTM Layout,Whitefield,"movies,coding,cooking","coding,cricket",51
50,138,1,5,no,no,yes,yes,irregular,early,9751,7103,Indiranagar,Whitefield,coding,reading,66
24,132,3,2,no,no,no,no,night,irregular,8943,18026,Koramangala,Koramangala,"reading,coding","movies,cooking",78
70,75,2,3,yes,yes,yes,no,night,irregular,11058,17562,Whitefield,BTM Layout,reading,"reading,coding",61
61,130,4,3,yes,yes,yes,yes,irregular,night,16727,5929,HSR Layout,Indiranagar,"music,travel,coding","movies,coding",71
73,139,3,4,yes,yes,no,no,early,night,8814,10463,Indiranagar,Whitefield,"coding,reading","cricket,coding,reading",81
98,143,2,3,no,yes,no,no,night,early,19736,7162,Koramangala,Indiranagar,"cricket,reading","cricket,movies",61
4,143,2,3,yes,yes,yes,no,early,early,17212,7162,BTM Layout,Indiranagar,"cooking,music","cricket,movies",68
52,135,5,2,no,yes,no,no,irregular,early,5210,9913,Indiranagar,Whitefield,"cricket,music,travel","reading,cooking",58
29,162,2,4,no,no,yes,yes,irregular,night,12417,8842,HSR Layout,HSR Layout,movies,music,80
55,97,3,2,yes,no,yes,no,night,irregular,7868,8987,Indiranagar,BTM Layout,reading,"music,coding",55
159,81,1,4,no,no,yes,yes,irregular,night,10591,8441,HSR Layout,Koramangala,"reading,cooking","coding,reading",71
71,49,2,3,no,no,no,yes,early,night,17782,18885,HSR Layout,HSR Layout,coding,"reading,movies",75
147,13,1,3,no,no,no,no,irregular,early,13129,6202,Whitefield,Koramangala,cricket,music,66
54,56,2,3,yes,yes,no,yes,night,irregular,11503,5250,Whitefield,BTM Layout,"movies,reading","cooking,travel",58
147,56,1,3,no,yes,no,yes,irregular,irregular,13129,5250,Whitefield,BTM Layout,cricket,"cooking,travel",56
16,37,1,3,no,yes,yes,yes,night,early,12019,14352,HSR Layout,Whitefield,travel,"cricket,movies,music",60
183,31,4,5,yes,no,no,no,night,night,15961,7003,HSR Layout,Indiranagar,"cricket,coding,reading","cooking,movies",68
134,99,3,5,yes,yes,yes,no,early,early,17919,17627,Indiranagar,HSR Layout,"music,cricket,cooking","coding,movies,music",76
156,53,1,5,no,no,no,yes,early,early,7127,8897,Koramangala,Indiranagar,"music,coding,reading","coding,cricket",72
44,71,3,2,yes,no,no,no,irregular,early,9327,17782,Whitefield,HSR Layout,"cricket,movies,travel",coding,58
111,3,3,5,yes,yes,no,no,night,night,5505,12365,HSR Layout,Whitefield,cricket,"reading,movies",76
132,117,2,3,no,yes,no,yes,irregular,irregular,18026,9738,Koramangala,Indiranagar,"movies,cooking","cricket,movies,coding",61
106,58,3,2,no,no,yes,no,night,night,17990,11767,HSR Layout,Whitefield,coding,coding,71
183,165,4,5,yes,no,no,no,night,early,15961,12683,HSR Layout,Koramangala,"cricket,coding,reading","cricket,music,travel",65
66,83,5,3,no,no,yes,yes,irregular,irregular,10049,7702,Whitefield,HSR Layout,"movies,music,cricket","cricket,music",86
195,189,4,2,no,yes,no,yes,early,night,11914,15819,BTM Layout,Whitefield,"cricket,coding,movies",movies,53
169,175,2,3,no,yes,no,yes,early,night,15930,19604,BTM Layout,Indiranagar,reading,"coding,cricket,reading",55
133,46,2,5,yes,yes,no,yes,irregular,early,14522,18404,Whitefield,Indiranagar,"coding,cricket,cooking","travel,coding",61
100,48,3,4,yes,no,no,yes,night,early,16137,10171,Indiranagar,Whitefield,"travel,cooking,reading","travel,movies",51
178,28,1,5,yes,yes,yes,no,night,irregular,6054,19515,Koramangala,Whitefield,coding,"cricket,music",52
150,44,4,3,no,yes,yes,no,irregular,irregular,8254,9327,HSR Layout,Whitefield,"cricket,travel,coding","cricket,movies,travel",71
155,117,2,3,yes,yes,yes,yes,irregular,irregular,7735,9738,Koramangala,Indiranagar,"coding,reading,movies","cricket,movies,coding",88
74,18,1,2,no,yes,no,no,early,early,7844,14587,Whitefield,HSR Layout,cooking,movies,68
136,120,4,2,yes,no,no,no,irregular,early,14683,11832,HSR Layout,Koramangala,"cooking,reading","coding,movies,cricket",60
4,131,2,4,yes,yes,yes,yes,early,early,17212,9541,BTM Layout,BTM Layout,"cooking,music","travel,movies,coding",86
20,45,3,2,yes,no,no,no,night,irregular,12201,7008,Whitefield,Indiranagar,"cricket,cooking,coding",coding,61
38,73,5,3,no,yes,yes,no,early,early,6159,8814,BTM Layout,Indiranagar,"reading,travel","coding,reading",63
84,129,1,3,no,no,no,yes,night,night,8282,9851,Koramangala,Indiranagar,"cricket,reading",travel,73
131,42,4,5,yes,yes,yes,yes,early,irregular,9541,11088,BTM Layout,BTM Layout,"travel,movies,coding",music,85
73,137,3,4,yes,no,no,no,early,early,8814,15589,Indiranagar,BTM Layout,"coding,reading",cricket,68
169,139,2,4,no,yes,no,no,early,night,15930,10463,BTM Layout,Whitefield,reading,"cricket,coding,reading",59
46,135,5,2,yes,yes,yes,no,early,early,18404,9913,Indiranagar,Whitefield,"travel,coding","reading,cooking",64
91,53,3,5,no,no,yes,yes,early,early,18094,8897,Whitefield,Indiranagar,"reading,coding,cooking","coding,cricket",79
104,161,5,5,yes,yes,yes,yes,early,night,19297,15538,Indiranagar,Whitefield,"cooking,reading,coding","coding,reading",80
125,123,5,4,yes,yes,yes,no,irregular,irregular,10869,14698,Whitefield,Whitefield,travel,"music,reading,cooking",82
198,85,2,5,yes,no,yes,yes,irregular,irregular,16497,15898,Koramangala,Koramangala,"movies,cooking",music,81
189,151,2,3,yes,yes,yes,no,night,irregular,15819,10233,Whitefield,Indiranagar,movies,music,58
80,2,4,5,yes,no,yes,yes,night,early,17935,16878,Koramangala,HSR Layout,"reading,cooking,cricket","movies,reading,cooking",71
52,130,5,3,no,yes,no,yes,irregular,night,5210,5929,Indiranagar,Indiranagar,"cricket,music,travel","movies,coding",63
13,112,3,3,no,no,no,yes,early,early,6202,17700,Koramangala,HSR Layout,music,"cricket,movies",70
186,105,3,5,yes,yes,no,no,irregular,irregular,14874,14014,HSR Layout,HSR Layout,"coding,cricket,reading",cricket,96
61,23,4,1,yes,yes,yes,yes,irregular,early,16727,7812,HSR Layout,BTM Layout,"music,travel,coding","cooking,music,reading",67
116,40,3,5,yes,no,no,no,night,night,16300,6344,Koramangala,Whitefield,"reading,cooking,music","movies,reading,coding",69
172,98,5,2,yes,no,yes,no,night,night,9985,19736,BTM Layout,Koramangala,cooking,"cricket,reading",54
89,37,4,3,yes,yes,no,yes,night,early,6737,14352,BTM Layout,Whitefield,"cooking,coding","cricket,movies,music",58
7,62,2,4,no,yes,yes,yes,night,irregular,15888,14807,Indiranagar,Whitefield,reading,"movies,cooking,cricket",63
13,133,3,2,no,yes,no,no,early,irregular,6202,14522,Koramangala,Whitefield,music,"coding,cricket,cooking",58
83,149,3,5,no,no,yes,yes,irregular,irregular,7702,11932,HSR Layout,BTM Layout,"cricket,music","cooking,movies",80
86,187,4,5,no,no,yes,yes,irregular,night,14241,18590,Koramangala,BTM Layout,"music,travel,reading","music,movies,coding",75
107,15,2,2,no,yes,no,yes,night,early,14210,12844,Indiranagar,Whitefield,cooking,"travel,cricket,coding",57
162,128,4,5,no,no,yes,no,night,night,8842,13693,HSR Layout,BTM Layout,music,cricket,72
38,95,5,2,no,no,yes,no,early,irregular,6159,16076,BTM Layout,Whitefield,"reading,travel",cooking,54
36,77,1,5,no,no,no,yes,early,irregular,17464,7203,HSR Layout,HSR Layout,"travel,cooking","coding,cricket",62
83,25,3,5,no,yes,yes,yes,irregular,night,7702,13052,HSR Layout,BTM Layout,"cricket,music",cooking,56
173,74,1,1,no,no,yes,no,night,early,13986,7844,Indiranagar,Whitefield,cricket,cooking,60
131,161,4,5,yes,yes,yes,yes,early,night,9541,15538,BTM Layout,Whitefield,"travel,movies,coding","coding,reading",71
198,162,2,4,yes,no,yes,yes,irregular,night,16497,8842,Koramangala,HSR Layout,"movies,cooking",music,56
168,164,4,4,no,yes,no,no,night,irregular,8472,17462,HSR Layout,Indiranagar,"coding,movies","movies,coding,cricket",66
5,152,1,1,no,yes,no,no,early,irregular,16150,12690,HSR Layout,Koramangala,reading,"movies,cricket",64
139,157,4,4,yes,yes,no,yes,night,irregular,10463,18966,Whitefield,HSR Layout,"cricket,coding,reading","travel,cooking,coding",63
107,25,2,5,no,yes,no,yes,night,night,14210,13052,Indiranagar,BTM Layout,cooking,cooking,64
17,138,2,5,yes,no,no,yes,night,early,10434,7103,Whitefield,Whitefield,music,reading,58
102,151,3,3,no,yes,no,no,irregular,irregular,10103,10233,Koramangala,Indiranagar,travel,music,77
14,126,1,2,yes,no,no,no,early,early,10473,14961,BTM Layout,Koramangala,music,"cricket,movies",72
82,81,3,4,no,no,no,yes,irregular,night,7830,8441,Whitefield,Koramangala,cricket,"coding,reading",65
58,185,2,1,no,yes,no,yes,night,night,11767,15218,Whitefield,Koramangala,coding,"coding,music",65
41,105,1,5,no,yes,yes,no,night,irregular,11570,14014,BTM Layout,HSR Layout,coding,cricket,46
113,191,5,5,no,yes,no,yes,night,night,11230,11105,Koramangala,Indiranagar,"reading,travel,cricket",travel,70
